sample_id,region,PF,R_ohm,L_H,fsw_Hz,StopTime_s,analysisWindow_s,Vout_rms_V,Vout_fund_rms_V,Vout_THD_fft_pct,THD_block_pct,THD_used_pct,Vout_error_pct,Vout_valid_2pct,Irms_A,IL_rms_A,IL_ripple_rms_A,IL_ripple_rms_pct_of_Irms,Pac_W,Pdc_W,Psw_4mos_W,Pcond_4mos_W,Pmos_total_4mos_W,R_L_filter_ohm,P_L_filter_W,eta_total_mosfet_pct,eta_with_filter_pct,Tj_final_C,Good_condition,Strict_condition
272,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.95,8,0.0083698720087924,18000,0.25,0.2,216.901123070235,216.791515480236,0.380740763273019,0.941720437243794,0.941720437243794,1.45840205443803,1,24.7939511057206,25.3475546925036,2.81744399346277,11.3634328850988,5308.15864340017,5394.76886129482,20.8911599555105,47.4739575083196,68.3651174638301,0.012,7.70998234667353,98.7284513097205,98.5870765750757,25.6550386009166,1,1
273,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.95,8,0.0083698720087924,19000,0.25,0.2,215.52629767524,215.26054416668,0.684944427893063,1.97536790233515,1.97536790233515,2.15429810605476,0,24.7147354655767,25.2415132225304,3.27680490553761,13.258506894001,5239.73681395042,5326.88891888335,21.2761631451626,47.1297250056895,68.4058881508522,0.012,7.64560787715812,98.7113027665256,98.5693279793469,25.6580082722288,0,0
274,normal,0.95,8,0.0083698720087924,20000,0.25,0.2,216.025830030827,216.204590599235,0.469941536290762,1.61800811804859,1.61800811804859,1.72518609125675,1,24.6984045503979,25.2469218582584,2.84076791176021,11.5018276017122,5259.34714083514,5343.8837936555,23.2257428023392,46.8939188226011,70.1196616249402,0.012,7.64888475980407,98.6843024973423,98.5428731370585,25.6702052724617,1,0
275,normal,0.95,8,0.0083698720087924,22000,0.25,0.2,217.586361045621,217.580854144848,0.202540204598327,0.875178775974195,0.875178775974195,1.09961175234181,1,24.9028118045806,25.3294443571008,1.71861550246297,6.90129097047126,5341.41918191891,5420.74977445401,24.503245984725,47.1612155012377,71.6644614859627,0.012,7.69896901727358,98.6760880450596,98.5359414649581,25.6863799727021,1,1
276,normal,0.95,8,0.0083698720087924,24000,0.25,0.2,217.640041166329,217.584116214912,0.283892248976954,0.308957771453139,0.308957771453139,1.09812899322199,1,24.9112616598823,25.314430765964,1.36468654729358,5.47819121297779,5343.0770126931,5419.67377954969,26.5465628247798,47.2432701078973,73.7898329326771,0.012,7.68984486005742,98.6377765037318,98.4979477136695,25.7074682860127,1,1
277,normal,0.99,8,0.0036285361811008,2000,0.25,0.2,200.083514643537,198.660848372435,4.67376070249192,7.74109737766591,7.74109737766591,9.69961437616577,0,23.7041604882725,27.2332410013149,12.3281297052703,52.0082949631124,4829.12243130199,4952.95606311036,5.63059819148153,57.2241148103346,62.8547130018162,0.012,8.8997929852284,98.7151470428474,98.5358843548776,25.5848098254309,0,0
278,normal,0.99,8,0.0036285361811008,6000,0.25,0.2,215.918123845581,215.8813889151,0.586331396094856,1.75745926485779,1.75745926485779,1.87209594768184,1,25.7879113790677,26.7516707353991,3.62073890762002,14.0404504048319,5711.79862706807,5809.73602759911,10.3509096406814,54.2464642250133,64.5973738656947,0.012,8.58782264562252,98.8817010839414,98.7349109566561,25.6140405301692,1,0
279,normal,0.99,8,0.0036285361811008,10000,0.25,0.2,216.819392365974,216.807673481437,0.30085626495337,1.24921701083205,1.24921701083205,1.4510575084378,1,25.8880821322691,26.7746492388345,2.88980544965529,11.1626865014198,5759.23983872331,5852.94527277174,14.0686959528462,54.0267428436644,68.0954387965105,0.012,8.60258210235144,98.8314480709699,98.6857635783012,25.6453111142196,1,0
280,normal,0.99,8,0.0036285361811008,12000,0.25,0.2,217.281766758613,217.253935965452,0.26434688471414,0.870281397184644,0.870281397184644,1.24821092479462,1,25.9469707292567,26.8189977813017,2.76812134433238,10.6683796471515,5783.89686426572,5879.00451966611,15.3544668681967,54.3527764007137,69.7072432689104,0.012,8.63110370392159,98.8091568546772,98.6636778609182,25.659207545731,1,1
281,normal,0.99,8,0.0036285361811008,14000,0.25,0.2,217.65366243748,217.630179087794,0.177776318269119,0.452798883455894,0.452798883455894,1.07719132373009,1,25.9833703365253,26.7999765829804,2.04378055856219,7.86572539317275,5803.70039497536,5894.28895943752,16.7962588064467,53.9687988879359,70.7650576943826,0.012,8.6188649381796,98.7953787750642,98.6506410864286,25.6710301152477,1,1
282,normal,0.99,8,0.0036285361811008,16000,0.25,0.2,217.808909501668,217.797417576763,0.101100642643096,0.626523675287439,0.626523675287439,1.0011738287443,1,25.9932954242588,26.8059370862035,1.86413742146041,7.17160864382232,5811.9088114741,5900.91807880374,19.4959899120254,54.1111793355972,73.6071692476227,0.012,8.622699156834,98.7493506178774,98.6048874505587,25.6994035529944,1,1
283,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.99,8,0.0036285361811008,17000,0.25,0.2,217.305528393734,217.458843140462,0.213048081661578,0.666883279728214,0.666883279728214,1.15507129978991,1,25.9493549233289,26.7834242069435,2.37379420684307,9.14779659786066,5785.19015069189,5875.55784792164,20.8180611922015,53.7420921531493,74.5601533453508,0.012,8.60822174698905,98.7275882166177,98.5827659518941,25.7100566323901,1,1
284,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.99,8,0.0036285361811008,18000,0.25,0.2,216.651349412692,216.788695821157,0.291297826152446,1.18031809263985,1.18031809263985,1.45968371765605,1,25.8050670144699,26.7634465190368,2.98768336918651,11.5778942465493,5738.08822716056,5833.60846774849,21.7880835893849,53.4785137231465,75.2665973125314,0.012,8.59538483492812,98.7052812087837,98.5595551467723,25.7154716016922,1,0
285,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.99,8,0.0036285361811008,19000,0.25,0.2,216.063569628464,216.070507585318,0.468228688829958,1.68581585615068,1.68581585615068,1.78613291576459,1,25.7609336483169,26.705127167608,3.11444969247728,12.0898168327092,5708.27704314238,5802.96234494912,22.6060192949882,53.3151849972125,75.9212042922008,0.012,8.55796580445735,98.6874377217988,98.5416411983024,25.7225664754893,1,0
286,normal,0.99,8,0.0036285361811008,20000,0.25,0.2,215.782762383834,215.505882841389,0.678037239910242,1.58513675579879,1.58513675579879,2.0427805266413,0,25.7538766336048,26.6487276750712,2.9281213005317,11.3696331709183,5708.32501365123,5800.12141378262,24.2635335560041,53.1890259837173,77.4525595397214,0.012,8.52185624040129,98.6613284288942,98.5162241470741,25.7352213245171,0,0
287,normal,0.99,8,0.0036285361811008,22000,0.25,0.2,217.368013464959,217.327328746443,0.252824705026215,0.606004514788292,0.606004514788292,1.2148505697988,1,25.9621275813319,26.7456420700124,1.79202606904892,6.90246230180873,5790.03335331684,5876.47082613084,25.7365515935928,53.2331865649463,78.969738158539,0.012,8.58395243684664,98.6544607844347,98.5103803662751,25.7518146777873,1,1
288,normal,0.99,8,0.0036285361811008,24000,0.25,0.2,217.740953342058,217.698697159713,0.16761114047922,0.486095143512566,0.486095143512566,1.04604674558491,1,25.9903949158945,26.7629516895842,1.27640024518291,4.91104598184588,5805.0280540759,5888.9235601596,28.1981614680669,53.1539071702867,81.3520686383537,0.012,8.59506699766823,98.6179610058747,98.4741727871391,25.7723723882559,1,1
289,normal,0.6,12,0.0509295817894065,2000,0.25,0.2,197.899375598373,190.105526664507,7.00316382570579,26.5340385420368,26.5340385420368,13.5883969706786,0,9.51263449300233,19.6494984818019,17.8592516487325,187.742435198894,1112.0281876539,1213.84752188281,3.43371287533909,29.1834170710383,32.6171299463774,0.012,4.63323348703604,97.1504596712317,96.7588046084936,25.3144196232117,0,0
290,normal,0.6,12,0.0509295817894065,6000,0.25,0.2,217.18134591888,217.14389035383,0.528318199460799,1.4111480019124,1.4111480019124,1.29823165735011,1,10.5104119455136,9.92462991562032,3.46035866576711,32.9231497652588,1414.95499953423,1457.83894524434,4.95772964464869,7.11820118890021,12.0759308335489,0.012,1.18197934754431,99.1537723130895,99.0717133215288,25.1371682915644,0,0
291,normal,0.6,12,0.0509295817894065,10000,0.25,0.2,217.754261688256,217.703115317085,0.408707705708459,1.23249616950678,1.23249616950678,1.04403849223413,1,10.5345813424051,9.75277172671044,2.85300143954017,27.0822479490088,1422.41928571606,1460.33250275189,6.49038208421181,6.87755504358616,13.367937127798,0.012,1.14139867623987,99.0689472008728,98.9902535458798,25.1496035224313,0,0
292,normal,0.6,12,0.0509295817894065,12000,0.25,0.2,218.384884542893,218.371497287812,0.229477591169212,0.794736724926777,0.794736724926777,0.740228505539784,1,10.5648199198466,9.76498344983148,2.80437637155261,26.5444786832992,1430.84523625502,1470.88308691387,6.75585168842533,6.71464502574228,13.4704967141676,0.012,1.14425882130579,99.0673440435025,98.9889200933628,25.1512431400823,0,0
293,normal,0.6,12,0.0509295817894065,14000,0.25,0.2,218.548108395981,218.508613908608,0.171676473082483,0.50216401194616,0.50216401194616,0.677902768814663,1,10.5737904282481,9.63465489766491,2.28010441628181,21.5637375428822,1432.97967014222,1468.9201660208,7.28991072852047,6.88644420224583,14.1763549307663,0.012,1.11391889996518,99.0203989974024,98.9442386832398,25.1558016947213,0,0
294,normal,0.6,12,0.0509295817894065,16000,0.25,0.2,218.811921842154,218.801288799877,0.150940626815056,0.268921266316355,0.268921266316355,0.544868727328533,1,10.5874788653464,9.53459262898787,1.75221287476576,16.5498594807201,1436.48180122025,1468.74610290782,8.41205565691548,6.6518864265933,15.0639420835088,0.012,1.090901479209,98.9622137536484,98.8878950823156,25.1639653843298,1,0
295,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.6,12,0.0509295817894065,17000,0.25,0.2,218.647169414991,218.600644388495,0.174439755144777,0.68940770880539,0.68940770880539,0.636070732502118,1,10.569762897748,9.59936456307653,2.10833146553768,19.9468189204781,1434.26799458614,1468.22927291946,9.05995449381446,6.71198760725181,15.7719421010663,0.012,1.10577360017819,98.9123098128525,98.8369385939954,25.1721777824986,1,0
296,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.6,12,0.0509295817894065,18000,0.25,0.2,217.095457910588,216.877474247752,0.410649845008249,1.93899110791858,1.93899110791858,1.41932988738552,1,10.5034999845668,9.84709796720257,3.24336070373261,30.8788566525273,1412.37797148932,1452.95838192481,9.74421886745739,7.05107809675872,16.7952969642161,0.012,1.16358406050822,98.8248242998283,98.7444299576594,25.1817540324931,0,0
297,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.6,12,0.0509295817894065,19000,0.25,0.2,216.964381644855,217.035365727662,0.576599258704388,1.44958780414689,1.44958780414689,1.34756103288098,1,10.479921557364,9.83879637178907,3.23524159628785,30.8708569866588,1411.88680876323,1452.35329529387,9.80068855696478,6.98988728120994,16.7905758381747,0.012,1.16162296854636,98.8247468589377,98.7444601307086,25.1810552686238,0,0
298,normal,0.6,12,0.0509295817894065,20000,0.25,0.2,217.440055812581,217.401237166152,0.415389699659147,1.87637688634572,1.87637688634572,1.18125583356714,1,10.498211732917,9.71907854701195,2.77987025368877,26.4794645451142,1415.80273212174,1453.15184125167,10.6462115290072,6.89016570568841,17.5363772346956,0.012,1.13352585363585,98.7765367511273,98.698483147739,25.1877895788573,0,0
299,normal,0.6,12,0.0509295817894065,22000,0.25,0.2,218.687139199475,218.641556355883,0.144639757245261,0.566361578977189,0.566361578977189,0.617474383689372,1,10.5735622357368,9.52040031454933,1.70230536374752,16.0996391357496,1433.4542541814,1464.78335826496,11.3059005080669,6.64862834278568,17.9545288508526,0.012,1.08765626579125,98.76295850895,98.6890029743655,25.1909449127134,1,0
300,normal,0.6,12,0.0509295817894065,24000,0.25,0.2,218.668095765504,218.756920456429,0.194966738084534,0.382934361761199,0.382934361761199,0.565036156168475,1,10.5787562000401,9.46989979672365,1.39838319672808,13.2187865027345,1434.1865637403,1462.6753270608,12.3307612176895,6.59402950375154,18.924790721441,0.012,1.07614802591984,98.6976365807525,98.6245969853856,25.1995362541052,1,1
301,normal,0.7,12,0.0389689246333571,2000,0.25,0.2,205.607987352736,204.566688857032,2.44435282232916,6.68588728203957,6.68588728203957,7.01514142862169,0,11.4103392980437,14.813819867658,10.3038024736428,90.3023319859507,1690.51966150159,1764.49863688321,3.38957283603965,16.0036233404652,19.3931961765048,0.012,2.63339110885704,98.8658371630213,98.7138106605317,25.210687506594,0,0
302,normal,0.7,12,0.0389689246333571,6000,0.25,0.2,217.21401605013,217.120096951951,0.503991597354553,1.59863283207421,1.59863283207421,1.30904684002246,1,12.2358284714867,11.8238245355291,3.4867304050994,28.4960712977023,1926.35510227549,1972.6260997117,5.36159648650416,10.1373767491754,15.4989732356795,0.012,1.67763391976377,99.2018466561861,99.1162167783477,25.1688862671195,0,0
303,normal,0.7,12,0.0389689246333571,10000,0.25,0.2,217.695569870745,217.661567916013,0.430369188949939,1.04273440624505,1.04273440624505,1.06292367453975,1,12.263325602664,11.6634407800044,2.79640341910484,22.8029778357786,1935.50676511818,1976.79653514557,7.59134708443164,9.97104221946132,17.562389303893,0.012,1.63243020994405,99.1007799562996,99.0180179079637,25.1873334967009,0,0
304,normal,0.7,12,0.0389689246333571,12000,0.25,0.2,218.283166524596,218.317943657941,0.23898731551437,0.766823353723996,0.766823353723996,0.764571064572369,1,12.2955736908683,11.6890354960965,2.77529493446548,22.5714960866498,1945.45636567242,1988.53536922905,7.47376402475968,9.78028280335757,17.2540468281173,0.012,1.63960260994805,99.1209071537897,99.0381729685276,25.1852528565328,0,0
305,normal,0.7,12,0.0389689246333571,14000,0.25,0.2,218.39753686509,218.367896107431,0.184962561552913,0.500194869006293,0.500194869006293,0.741865405713068,1,12.2994210480184,11.5844896868623,2.26622510592878,18.4254616301138,1947.49988500532,1986.78458243436,8.28815190590947,9.64709069425855,17.935242600168,0.012,1.61040481566022,99.087467077989,99.0063449425204,25.1914714504165,1,0
306,normal,0.7,12,0.0389689246333571,16000,0.25,0.2,218.492996616156,218.434293935597,0.237451516341881,0.369515441563767,0.369515441563767,0.711684574728793,1,12.3082762433706,11.5545340693628,2.08007148547124,16.8997790132602,1948.86391757682,1986.3752410145,9.7542393542762,9.73940233618318,19.4936416904594,0.012,1.60208709072077,99.0096493597578,98.9291288874784,25.2048059615449,1,0
307,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.7,12,0.0389689246333571,17000,0.25,0.2,217.709450914276,217.615828822236,0.307420378251112,1.42804787471564,1.42804787471564,1.0837141717108,1,12.2818400394227,11.6300955126584,2.65314650433902,21.6021906800843,1938.37105805059,1977.08828228875,10.4323973937163,9.73240153628659,20.1647989300028,0.012,1.62310945960269,98.9704146156869,98.888462172577,25.2135021184623,0,0
308,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.7,12,0.0389689246333571,18000,0.25,0.2,216.848167974125,216.609542622975,0.481390005623723,1.37595320332986,1.37595320332986,1.54111698955674,1,12.2172904225236,11.7234692538197,3.20030995837841,26.1949241419224,1918.95376663254,1962.18087555048,10.8871540061981,9.91593920644583,20.8030932126439,0.012,1.64927677614306,98.9275411963588,98.8434995869612,25.2191534622432,0,0
309,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.7,12,0.0389689246333571,19000,0.25,0.2,217.604430313212,217.585714653917,0.395798994631859,1.55139956555072,1.55139956555072,1.09740243003794,1,12.2566256330269,11.6593391466577,2.79749577444284,22.8243552361153,1933.22334985051,1974.8262861339,11.2269146334783,9.83901454062702,21.0659291741053,0.012,1.63128227204141,98.9220669938578,98.8395637381561,25.2208295614568,0,0
310,normal,0.7,12,0.0389689246333571,20000,0.25,0.2,216.90583874995,216.885074928343,0.560282361805429,1.99983228300952,1.99983228300952,1.41587503257141,1,12.2100117974925,11.6296547986164,2.82380648216804,23.1269758703095,1917.44784319059,1958.0014701331,12.1315880378042,9.75352690911738,21.8851149469216,0.012,1.62298644881978,98.8715132770218,98.7888390016626,25.2280744890818,0,0
311,normal,0.7,12,0.0389689246333571,22000,0.25,0.2,218.538686437852,218.530006260967,0.241415448483919,0.438354761597479,0.438354761597479,0.668178972287695,1,12.3130345644495,11.4943691966638,1.70090205365533,13.8138331761548,1951.38992500249,1985.64191959668,12.920575345548,9.57914046918838,22.4997158147364,0.012,1.58544627875058,98.8601330414085,98.780791402999,25.2327304723216,1,1
312,normal,0.7,12,0.0389689246333571,24000,0.25,0.2,218.776334089318,218.749821240538,0.167889013690755,0.121523846059329,0.121523846059329,0.5682630724828,1,12.3182545345368,11.4455936640702,1.21783636065418,9.88643607939516,1953.90983613286,1985.60108619074,14.1657676537585,9.51195434881678,23.6777220025753,0.012,1.57201937187604,98.8026966540536,98.7242190240035,25.2439534355323,1,1
313,normal,0.8,12,0.0286478897565411,2000,0.25,0.2,193.412652505362,189.954295753602,6.6310984852703,13.7943020187013,13.7943020187013,13.6571382938171,0,12.0474780473225,20.6772904396334,17.1635153553484,142.465628805714,1873.92455131758,1982.96179423671,3.66947492599489,32.6979642835025,36.3674392094974,0.012,5.13060407909946,98.0962366282307,97.8334784498494,25.3279129305125,0,0
314,normal,0.8,12,0.0286478897565411,6000,0.25,0.2,216.966483665202,216.930138910244,0.614853111035175,1.47842856219875,1.47842856219875,1.39539140443464,1,13.9510239884044,13.7328325546431,3.27704834565729,23.4896617508583,2509.82263701552,2559.3327054266,6.00663966017279,13.684171741072,19.6908114012448,0.012,2.2630882796864,99.2215573546933,99.1328658211843,25.205574710959,0,0
315,normal,0.8,12,0.0286478897565411,10000,0.25,0.2,217.696636094646,217.672769889218,0.30863331896277,0.949844014343637,0.949844014343637,1.05783186853714,1,13.9910673477885,13.6829605888321,2.85444526777415,20.4019121402152,2526.48231356735,2573.38164290179,8.23584002069085,13.6801638843245,21.9160039050153,0.012,2.24668092570638,99.1400086966486,99.0526833469222,25.2280332628628,0,0
316,normal,0.8,12,0.0286478897565411,12000,0.25,0.2,218.039800626975,218.019901338007,0.256000433684051,0.841688491371396,0.841688491371396,0.900044846360621,1,14.0188649307799,13.7010269529869,2.84252910150279,20.2764568710675,2535.03496743681,2583.08087864958,8.84498359659206,13.6838611643372,22.5288447609293,0.012,2.25261767479768,99.1191287328401,99.0319047043166,25.2327746948003,0,0
317,normal,0.8,12,0.0286478897565411,14000,0.25,0.2,218.330437934474,218.407540539023,0.166414589386136,0.601479971118208,0.601479971118208,0.723845209534979,1,14.0373451683801,13.6022754775277,2.21266584224791,15.7627088007501,2541.98201388151,2585.54110050433,9.42266432026801,13.4545351613354,22.8771994816034,0.012,2.22026277799861,99.1080524278911,99.0223340378488,25.2368834833111,1,0
318,normal,0.8,12,0.0286478897565411,16000,0.25,0.2,218.11370028635,218.448140623556,0.182190324679287,0.881765729250162,0.881765729250162,0.705390625656318,1,14.035252072782,13.5730824174094,2.11798091676896,15.0904373201552,2538.14630604683,2579.36031737564,10.9477824763446,13.4895626535594,24.437345129904,0.012,2.21074279571746,99.0463786374863,98.9610049059586,25.2505009468463,1,0
319,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.8,12,0.0286478897565411,17000,0.25,0.2,218.293722193029,218.228746005939,0.254881413088307,0.569178648015327,0.569178648015327,0.805115451845818,1,14.0348383821282,13.5912301311416,2.16014486200043,15.3913055725041,2541.57371596623,2583.14936566106,11.6771696369886,13.2293239994675,24.9064936364561,0.012,2.21665843773182,99.0295466318709,98.9440890277225,25.257281052254,1,0
320,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.8,12,0.0286478897565411,18000,0.25,0.2,217.768507371373,217.837767608478,0.294316594341258,1.5505998152179,1.5505998152179,0.982832905237362,1,14.0044152532526,13.6813372270522,2.82992730559774,20.2073935571174,2528.27562407808,2575.16846323054,12.3037313231233,13.5323035520188,25.8360348751421,0.012,2.24614785984389,98.9884531952792,98.901476833167,25.264632166661,0,0
321,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.8,12,0.0286478897565411,19000,0.25,0.2,217.357952490738,217.215514250696,0.436553150323853,1.45534715740512,1.45534715740512,1.26567534059292,1,13.9755928035991,13.6743422921482,2.91520410249071,20.8592518647221,2518.66841247938,2565.23418548154,12.7188362734716,13.4746540401159,26.1934903135876,0.012,2.24385164547398,98.970730384826,98.8835429424354,25.2686315240746,0,0
322,normal,0.8,12,0.0286478897565411,20000,0.25,0.2,217.343567283063,217.251756800077,0.555035740303965,1.78953110761852,1.78953110761852,1.24920145451036,1,13.9747933828273,13.6298090507844,2.70178249035833,19.333255357309,2514.21028088683,2559.43501615345,13.6913937306177,13.4479860332351,27.1393797638528,0.012,2.22926033713013,98.9320879301235,98.8453812123283,25.2753752952747,1,0
323,normal,0.8,12,0.0286478897565411,22000,0.25,0.2,218.465064600721,218.412412903031,0.171493191344914,0.509801899818707,0.509801899818707,0.721630498622261,1,14.0473996970541,13.5356555300468,1.69546328388151,12.0695881120053,2547.75444727115,2586.69903992764,14.5004253413496,13.2315293308797,27.7319546722293,0.012,2.19856764753704,98.9232342810545,98.8388603466732,25.2810206472296,1,1
324,normal,0.8,12,0.0286478897565411,24000,0.25,0.2,218.341422357602,218.271015242731,0.267632513592499,0.748546214627231,0.748546214627231,0.785902162395047,1,14.0423683900847,13.5092910214956,1.53710429764363,10.9461898088999,2543.11087223813,2579.67731761674,15.7318268516452,13.1831003696271,28.9149272212723,0.012,2.19001132684155,98.8757917114459,98.791673238204,25.2920820501802,1,1
325,normal,0.9,12,0.0184997416880677,2000,0.25,0.2,198.833278425204,196.922485426805,4.63152959033461,16.2540832649464,16.2540832649464,10.4897793514523,0,14.3606707158223,19.0138297437667,12.8133367953941,89.2251974086183,2642.84730527742,2732.84002968902,3.32619006926835,27.1144170374292,30.4406071066976,0.012,4.33830865829938,98.8613045768217,98.7011288023816,25.3019048355796,0,0
326,normal,0.9,12,0.0184997416880677,6000,0.25,0.2,216.12626108684,216.05338180551,0.56639727173937,1.50702290986795,1.50702290986795,1.79391736113203,1,15.6200527581093,15.9725854737455,4.14478699683135,26.5350383959461,3151.41016892812,3209.80759935362,6.64963751675606,18.5844359060268,25.2340734227829,0.012,3.06148184059326,99.2056374117579,99.1101203155971,25.257967030849,0,0
327,normal,0.9,12,0.0184997416880677,10000,0.25,0.2,217.534213073032,217.563593292922,0.337390384932448,0.86250613602759,0.86250613602759,1.10745759412631,1,15.723970660391,15.7585266048162,2.67309207853743,17.0001085366497,3193.80405224855,3244.39866703147,9.12298896563868,17.9067371566293,27.029726122268,0.012,2.97997392905639,99.1607848159137,99.0691242622215,25.2734996651735,1,0
328,normal,0.9,12,0.0184997416880677,12000,0.25,0.2,217.972377611757,217.967357978445,0.228808388911691,0.809041360209633,0.809041360209633,0.923928191616093,1,15.7546995929801,15.7983290662065,2.72422894414076,17.2915321429207,3206.1241644759,3259.24858662433,9.91574052347595,18.1759817850084,28.0917223084844,0.012,2.99504641540976,99.1314209288479,99.0397051855633,25.2848098947537,1,0
329,normal,0.9,12,0.0184997416880677,14000,0.25,0.2,218.273742823025,218.306272830816,0.186534321719054,0.555290679925438,0.555290679925438,0.769875985992792,1,15.7800296301692,15.7247666033682,2.10470852687805,13.3377983198089,3215.86636674633,3264.34975659986,10.5500028310082,17.8091557915218,28.35915862253,0.012,2.96721941676486,99.1258573610013,99.0352781463435,25.2863968148268,1,1
330,normal,0.9,12,0.0184997416880677,16000,0.25,0.2,218.468371322603,218.45381828674,0.0966048640981883,0.38454076619564,0.38454076619564,0.702809869663409,1,15.7885585856715,15.6874728011069,1.67897050446262,10.6340961738352,3220.98828913821,3266.27408539912,12.1660076741772,17.9072201515446,30.0732278257218,0.012,2.95316163462563,99.0749720462439,98.9850571456374,25.3031743113044,1,1
331,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.9,12,0.0184997416880677,17000,0.25,0.2,217.511709369289,217.524522501828,0.261203909601615,1.32860630560385,1.32860630560385,1.12521704462364,1,15.7165153351505,15.745442158494,2.61025148483264,16.6083347941303,3191.48011465156,3240.74597553552,13.2145822851778,17.9200305913617,31.1346128765395,0.012,2.97502738519778,99.0338710795745,98.9425301153136,25.3137898974002,1,0
332,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.9,12,0.0184997416880677,18000,0.25,0.2,217.2656567734,217.140633183815,0.525851784912758,1.58558504141979,1.58558504141979,1.29971218917495,1,15.6804626181135,15.782026148304,2.91869618806449,18.613584682718,3179.66632781629,3232.10171497607,13.7663834389168,17.9717583415383,31.7381417804551,0.012,2.98886819214902,99.011705249808,98.9196403077263,25.3194966010722,1,0
333,R7_R8_R12_R15_R20_R30_f17_f18_f19,0.9,12,0.0184997416880677,19000,0.25,0.2,217.028844075919,217.229683619746,0.30659705375061,1.42525264658141,1.42525264658141,1.25923471829735,1,15.6755412102805,15.7916516491978,3.05939189604326,19.5169777872601,3178.20725519394,3231.46246235039,14.2775952735979,17.9367309546559,32.2143262282538,0.012,2.99251514171533,98.9965702194793,98.9043789467528,25.3245889807409,1,0
334,normal,0.9,12,0.0184997416880677,20000,0.25,0.2,215.998040632894,216.166090144897,0.498475713748651,1.71784581002076,1.71784581002076,1.74268629777427,1,15.5908221823769,15.7468078969674,3.20261888884705,20.541693384632,3144.53257603887,3196.62610982851,15.3777057234131,17.780001541664,33.1577072650772,0.012,2.97554350732794,98.956546915875,98.8639721133914,25.3321250561398,0,0
335,normal,0.9,12,0.0184997416880677,22000,0.25,0.2,217.519338126156,217.508007210386,0.35154452304734,1.21076245753979,1.21076245753979,1.13272399527907,1,15.744323716264,15.6899506951024,2.24604524843561,14.2657461121396,3194.45912812828,3240.46600125454,15.912347324212,17.6396681783151,33.5520155025272,0.012,2.95409463377695,98.9605979034884,98.8701175207966,25.336665334216,1,0
336,normal,0.9,12,0.0184997416880677,24000,0.25,0.2,218.429425077673,218.390443074329,0.184461413512378,0.756262106783285,0.756262106783285,0.731616784395922,1,15.8019217858941,15.6490578883881,1.30713196808244,8.27198100201507,3221.06750527893,3262.78241501799,17.8292022994191,17.5328718062182,35.3620741056373,0.012,2.93871615352946,98.9140844829102,98.8249014291635,25.3517574784796,1,1
337,normal,0.95,12,0.0125548080131886,2000,0.25,0.2,198.235454498444,193.411324077188,7.33214482988885,22.5808735328492,22.5808735328492,12.0857617830965,0,14.683787933202,22.7293148394979,17.2924065052447,117.765297237399,2786.12535788998,2901.45435938224,4.07753970294284,38.6011404350306,42.6786801379734,0.012,6.19946103687625,98.491281843343,98.2759054374722,25.3899196692157,0,0
338,normal,0.95,12,0.0125548080131886,6000,0.25,0.2,216.591938143436,216.587346310118,0.572807676336018,1.60253678343462,1.60253678343462,1.55120622267365,1,16.5338131705317,16.9751563186743,3.45095708690874,20.8721185567731,3528.13299903847,3587.76924832133,6.7095055568202,20.8818002795288,27.591305836349,0.012,3.45787118452112,99.2240313514037,99.1276317006272,25.2789883564303,0,0
339,normal,0.95,12,0.0125548080131886,10000,0.25,0.2,217.40557447303,217.380996199452,0.317341898432792,1.0152854940615,1.0152854940615,1.19045627297622,1,16.5921795841733,16.9178230013231,2.80353874819875,16.8967478562789,3554.28783926974,3608.81008486288,9.36555857990158,20.792105365903,30.1576639458045,0.012,3.43455282124914,99.1586519053295,99.0637307757673,25.3028526758555,1,0
340,normal,0.95,12,0.0125548080131886,12000,0.25,0.2,217.886738401802,217.871660280482,0.231067565599522,0.815791653260406,0.815791653260406,0.967427145235472,1,16.629585668338,16.9434842820393,2.73428484952148,16.4422908907913,3569.86194998338,3626.1860534184,10.4648175232,20.9180046334309,31.3828221566309,0.012,3.44497991538856,99.1285562592297,99.0338197052282,25.3135934686319,1,0
341,normal,0.95,12,0.0125548080131886,14000,0.25,0.2,218.230603331818,218.244792521402,0.174427628212864,0.52684119813726,0.52684119813726,0.797821581180784,1,16.6576541342879,16.8693792698289,2.01907834700157,12.1210245495824,3581.63352558331,3633.09323631385,11.2057551052154,20.5994527584169,31.8052078636323,0.012,3.414911483392,99.1198077452031,99.0262221586878,25.318824508488,1,1
